이름,세부카테고리,주소,위도,경도,전화번호,링크
달콤제빵소,"카페,디저트>베이커리",서울특별시 동대문구 홍릉로 19,37.5820366,127.0444369,,
스타벅스 외대정문점,"카페,디저트>카페",서울특별시 동대문구 이문로 93 (이문동),37.5952959,127.0592904,,http://www.starbucks.co.kr/
뽀르뚜아 경희대점,"카페,디저트>베이커리",서울특별시 동대문구 이문로 32,37.5901949,127.0562070,,
메가MGC커피 삼육서울병원점,"카페,디저트>카페",서울특별시 동대문구 망우로 78 1층 메가커피,37.5898080,127.0620688,,https://100원커피이벤트-선착순주문하기.com
스타벅스 노량진역점,"카페,디저트>카페",서울특별시 동작구 노량진로 134 (노량진동),37.5133900,126.9408790,,http://www.starbucks.co.kr/
스타벅스 상도역점,"카페,디저트>카페",서울특별시 동작구 상도로37길 1 (상도1동),37.5032688,126.9484304,,http://www.starbucks.co.kr/
스타벅스 숭실대입구역점,"카페,디저트>카페",서울특별시 동작구 상도로 354 (상도동),37.4969098,126.9527499,,http://www.starbucks.co.kr/
메가MGC커피 신대방삼거리역점,"카페,디저트>카페",서울특별시 동작구 보라매로 113 104호,37.4995581,126.9279831,,
뚜레쥬르 대방역점,"카페,디저트>베이커리",서울특별시 동작구 알마타길 6,37.5098209,126.9245597,,
매머드익스프레스 중앙대점,"카페,디저트>카페",서울특별시 동작구 흑석로 101,37.5077443,126.9606294,,http://mmthexpress.com/
스타벅스 중앙대점,"카페,디저트>카페",서울특별시 동작구 흑석로 75-1 (흑석동),37.5069329,126.9581250,,http://www.starbucks.co.kr/
파리바게뜨 중앙대점,"카페,디저트>베이커리",서울특별시 동작구 서달로13길 5-30,37.5077018,126.9616357,,http://www.paris.co.kr/
