가맹점명,사용가능 지역화폐,시도명,시군구명,소재지도로명주소,데이터기준일자
(주)코리아세븐S신정역점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로179 (신정역 지하B1X14-15) (주)코리아세븐 S신정역점,2024-08-20
(주)코리아세븐S오목교역점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로 342 (롯데택배) 세븐일레븐 S오목교역점,2024-08-20
(주)코리아세븐S오목교역점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울 양천구 목동동로12길 23, B2층 X 17-18 (목동) 코리아세븐 S 오목교역점",2024-08-20
(주)코리아세븐신월2호점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로19 신월2호점,2024-08-20
(주)코리아세븐신월2호점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로 19 (신월동) (롯데택배) 세븐일레븐 신월2호점,2024-08-20
(주)코리아세븐신정타운점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동동로 50 (신정동, 목동신시가지아파트12단지) (롯데택배) 세븐일레븐 신정타운점",2024-08-20
(주)코리아세븐신정타운점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동동로50(신시가지12단지아파트) (주)코리아세븐신정타운점,2024-08-20
(주)쿱스토어대구 양천신정점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동동로8길 9 1층,2024-08-20
(주)테이스트피트니스PT목동점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동동로10길 22 ,지층 1호",2024-08-20
(주)투엠파트너,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울 양천구 신목로16길 13, 상가동 지하 7호 1층 (목동, 목동삼익아파트) 삼익상가지하1층해동사우나(목동)",2024-08-20
(주)투투항공여행사,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동동로 293 (목동) 1층 38호(목동, 현대41타워)",2024-08-20
(주)트윈클어학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동서로 349 1104호 1105호,2024-08-20
(주)포미즈타임산후조리원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 공항대로 610(목동) 3층,5층",2024-08-20
(주)포시즌필라테스목동,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신월로 393 (신정동) 3층 포시즌필라테스목동,2024-08-20
(주)함소아화장품,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로 299 (목동) 트라팰리스이스턴에비뉴상가5층,2024-08-20
(주)해누리관광여행사,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울 양천구 절골8길 4 (신월동) 201호(신월동,엘닉스사옥)",2024-08-20
(주)해원코리아,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 화곡로 64(신월동) 2층,2024-08-20
(주)행복한날,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신목로12길 19-12 (신정동) 2층,2024-08-20
(주)행복한집,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 남부순환로46길 32 (신월동) 1층,2024-08-20
(주)휴네트개발,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동서로 155 (목동) 105동 지하 6층 파라곤스파,2024-08-20
(주)휴네트개발,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동서로 155 (목동, 목동파라곤) B601호",2024-08-20
(협) 사랑방데이케어센터,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 가로공원로 146 (신월동) 정용빌딩 2층,2024-08-20
뿔라댄스스포츠학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 중앙로32길 55 (신정동) 202호일부,2024-08-20
"1,2시력강화교실",서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울 양천구 목동서로 340, 상가 215-217호 (신정동, 목동9단지아파트) 아이센타",2024-08-20
1001안경 목동파리공원점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동서로 63(목동) 108,113,114호",2024-08-20
1001안경 신월7동점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 지양로 81(신월동) 1001안경(신월7동점),2024-08-20
100도씨샤브,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로 354 101동 105호,2024-08-20
119수학전문학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동중앙본로 28 (목동) 2층,2024-08-20
11단지목동한솔플러스수학교습소,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울시 양천구 목동동로 10 목동11단지상가A상가 125,2024-08-20
11월의  혁명보습학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로50길 33 (신정동) 월드빌딩 3층,2024-08-20
14일의 설레임,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 월정로 20 (신월동) 1층,2024-08-20
153정육점,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 남부순환로83길 17 신월동, 목동센트럴 아이파크 위브1단지",2024-08-20
1980벽돌집,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 신목로5길 4(신정동) 1,2층",2024-08-20
1988옛날통닭,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동서로 38 (목동, 목동신시가지아파트1단지) 상가A동1층119호",2024-08-20
1교시국어영어국어교습소,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동동로 100 (신정동, 목동신시가지아파트13단지) 상가에이동 213호",2024-08-20
1타수학목동관학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신목로 53 (신정동) 3층 1타수학 학원,2024-08-20
1타수학전문학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동동로10길 16-5 (신정동) 2층 1타수학학원,2024-08-20
2 더블(W),서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동중앙북로16길 2 (목동) 1층102호,2024-08-20
20온스(20 oz),서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동중앙북로16가길 3, 1층 (목동) 플라워카페 20온스(20oz)",2024-08-20
21세기  일품정육마트,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울시 양천구 목동중앙북로 87 1층,2024-08-20
21세기  컴퓨터,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로13길 8 (신월동) 1층 21세기컴퓨터,2024-08-20
21세기학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 중앙로32길 67 (신정동, 태화상가빌라트) 405호",2024-08-20
24시 만리장성,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울 양천구 월정로 97, 1층 (신월동) 1층",2024-08-20
24시로운동물의료센터,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 등촌로 10 (목동) 1, 2층",2024-08-20
24시셀프빨래방,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신정중앙로21길 26 (신정동) 1층 일부,2024-08-20
25시 해장국,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울시 양천구 신월로17길 21 1층 101호(신월동),2024-08-20
28청춘어시장,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신월로15길 16 (신월동) 1층 28청춘어시장,2024-08-20
2관김영식영어학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 목동서로 349, 513호 (신정동, 센트럴프라자513호 ~ 514호) 김영식목동영어학원",2024-08-20
2층소망약국,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 월정로 50 (신월동, 청솔아파트) 상가 207호",2024-08-20
"3,3돼지숯불갈비",서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울시 양천구 신월로 124 (신월동),2024-08-20
3.6.5 세일마트,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 중앙로45길 23 (신정동) 서울특별시 양천구 신정동 1202-12 1층 365세일마트,2024-08-20
3030영어수학학원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 오목로 22 (신월동) 3층 3030 영어수학학원,2024-08-20
365새누리약국,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 등촌로 32(목동) 102호 365새누리약국,2024-08-20
365쎄일마트,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 곰달래로13길 51-1 (신월동) 1층,2024-08-20
37도,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 신정중앙로 104 3층 37도,2024-08-20
3T,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울 양천구 월정로11길 9 (신월동) 한국폴라,2024-08-20
3팝(popPC),서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,"서울특별시 양천구 중앙로 280, 지하 (신정동) 3팝(popPC)",2024-08-20
3포차,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 은행정로5길 2 (신정동) 1층,2024-08-20
4 ;1 수학교습소,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동중앙북로 7-22 (목동) 2층,2024-08-20
41약국,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동동로 293 (목동) 1층36호,2024-08-20
41연세빛정신건강의학과의원,서울사랑상품권+양천사랑상품권+고향사랑상품권(양천구),서울특별시,양천구,서울특별시 양천구 목동동로 293 (목동) 4층 403호,2024-08-20
